id;sinistre_id;cga_police_id;cga_vehicule_id;cga_assure_id;date;numeroDuSinistre;dateDeSurvenanceDuSinistre;heureSurvanceDusinistre;dateOuvertureDuSinistre;lieuDuSinistre;identificationTiers;pourcentadeDeResponsabilite;numeroDePoliceCompagnieAdverse;codeCompagnieAdverse;porcentageCompagnieAdverse;numeroImmatriculationVehiculeAdverse;typeImmatriculationVehiculeAdverse;mouvementDusinistre;natureDuSinistre;Calculer_Sinistre
38572;38572;536731;460752;438157;NULL;S16511000023464;2016-09-07;0;2016-09-21;LE BARDO TUNIS;V;100;003406159/1;06;0;7946TU145;TU;3;M;0
38573;38573;441390;379859;365194;NULL;S16511000023472;2016-09-10;0;2016-09-21;NULL;V;100;0101120003259;04;0;5643TU137;TU;3;M;0
38574;38574;540352;463682;352892;NULL;S16551000023476;2016-07-12;0;2016-09-21;JERBA MEDNINE;V;100;20145.43245/1;01;0;8533TU79;TU;3;M;0
38575;38575;240090;26921;205171;NULL;S16511000023477;2016-09-08;0;2016-09-21;NULL;V;100;504144446;14;0;1481TU173;TU;3;M;0
38576;38576;578507;497611;472642;NULL;S16511000023486;2016-09-01;0;2016-09-21;NULL;V;100;555078826;14;0;NULL;RS;3;M;0
38577;38577;538430;462121;439458;NULL;S16511000023493;2016-09-07;0;2016-09-21;SFAX SFAX;V;100;501840351;14;0;7571TU106;TU;3;M;0
38578;38578;658726;562702;532198;NULL;S16511000023498;2016-09-20;0;2016-09-21;DENDEN MANOUBA;V;100;N2327773;11;0;RS1222327;RS;3;M;0
38579;38579;427486;368049;161208;NULL;S16511000023502;2016-08-24;0;2016-09-21;TUNIS BAB BHAR BAB BHAR TUNIS;V;100;1510000857;03;0;3954TU183;TU;3;M;0
38580;38580;36116;32595;30226;NULL;S16511000023520;2016-09-20;0;2016-09-21;NULL;V;100;201250028521;01;0;3847TU158;TU;3;M;0
38581;38581;442677;380975;129932;NULL;S16511000023527;2016-09-09;0;2016-09-21;SFAX SFAX;V;100;580042232;14;0;1835TU75;TU;3;M;0
38584;38584;412426;355272;36330;NULL;S16511000023553;2016-09-14;0;2016-09-21;NULL;V;100;201650034204;01;0;4079TU144;TU;3;M;0
38585;38585;617601;529288;502450;NULL;S16511000023554;2016-04-13;0;2016-09-21;TUNIS BAB BHAR BAB BHAR TUNIS;V;100;201554278/1;01;0;5373TU118;TU;3;M;0
38586;38586;590289;507078;481527;NULL;S16511000023555;2016-01-29;0;2016-09-21;9AVRIL BAB BHAR BAB BHAR TUNIS;V;100;200950042591/1;01;0;8802TU138;TU;3;M;0
38587;38587;652822;558005;206173;NULL;S16511000023566;2016-07-18;0;2016-09-22;TUNIS BAB BHAR BAB BHAR TUNIS;V;100;F6011681863767;99;0;NULL;NULL;3;M;0
38588;38588;468280;402343;385999;NULL;S16511000023567;2016-08-20;0;2016-09-22;MATEUR MATEUR MATEUR BIZERTE;V;100;F52228211205736;99;0;NULL;NULL;3;M;0
38589;38589;446678;384301;369277;NULL;S16511000023574;2016-09-09;0;2016-09-22;NULL;V;0;D5402;99;100;NULL;NULL;3;M;0
38590;38590;37629;33965;31574;NULL;S16511000023575;2016-08-09;0;2016-09-22;NULL;V;100;F10475520672K01;99;0;NULL;NULL;3;M;0
38591;38591;268722;239713;229420;NULL;S16511000023576;2016-08-25;0;2016-09-22;ZARZIS ZARZIS ZARZIS MEDENINE;V;100;F96793333869C08;99;0;NULL;NULL;3;M;0
38592;38592;249198;223633;172124;NULL;S16511000023587;2016-09-09;0;2016-09-22;JBAL JLOUD TUNIS;V;100;555019022;14;0;1885TU131;TU;3;M;0
38593;38593;413570;356238;343161;NULL;S16511000023594;2016-09-01;0;2016-09-22;TUNIS BAB BHAR BAB BHAR TUNIS;V;100;100994201;11;0;1757TU127;TU;3;M;0
38594;38594;593267;509393;483717;NULL;S16511000023595;2016-09-01;0;2016-09-22;TUNIS TUNIS;V;100;20095.84869/1;01;0;9711TU140;TU;3;M;0
38595;38595;434531;374017;224920;NULL;S16511000023611;2016-09-18;0;2016-09-22;NULL;V;100;20115.0060188/1;01;0;5187TU137;TU;3;M;0
38596;38596;433692;373339;359102;NULL;S16511000023613;2016-08-26;0;2016-09-22;NULL;V;100;804917;14;0;8341TU148;TU;3;M;0
38597;38597;624481;535117;136565;NULL;S16511000023617;2016-09-21;0;2016-09-22;NULL;V;100;0343/104188270;14;0;4986TU157;TU;3;M;0
38598;38598;673450;573808;542356;NULL;S16511000023620;2016-05-07;0;2016-09-22;NULL;V;100;0101090004746;04;0;3765TU141;TU;3;M;0
38599;38599;447396;60372;369833;NULL;S16511000023624;2016-07-27;0;2016-09-22;NULL;V;100;14100002119;03;0;9313TU175;TU;3;M;0
38600;38600;424453;365478;351839;NULL;S16511000023626;2016-07-11;0;2016-09-22;NULL;V;100;2014563152/1;01;0;1124TU112;TU;3;M;0
38601;38601;432459;372250;358144;NULL;S16511000023629;2016-09-19;0;2016-09-22;NULL;V;100;2520093392;05;0;1465TU111;TU;3;M;0
38602;38602;435222;374608;360295;NULL;S16511000023636;2016-09-08;0;2016-09-22;RADES RADES RADES BEN AROUS;V;100;199250376;10;0;576TU174;TU;3;M;0
38603;38603;432976;50091;350500;NULL;S16511000023637;2016-09-12;0;2016-09-22;EL OUARDIA TUNIS;V;100;A41984638;02;0;1131TU86;TU;3;M;0
38604;38604;643534;550775;6059;NULL;S16511000023638;2016-09-07;0;2016-09-22;SFAX SFAX SFAX VILLE SFAX;V;100;689277;02;0;518TU136;TU;3;M;0
38605;38605;481102;412607;113693;NULL;S16511000023640;2016-02-13;0;2016-09-22;TUNIS TUNIS;V;100;0223459;02;0;RS110042;RS;3;M;0
38608;38608;674085;575100;543485;NULL;S16511000023653;2016-09-22;0;2016-09-22;RADES RADES RADES BEN AROUS;V;100;20145.0042300/7;01;0;2431TU170;TU;3;M;0
38609;38609;492931;422445;404977;NULL;S16511000023659;2016-08-16;0;2016-09-23;NABEUL NABEUL NABEUL NABEUL;V;100;A41/664009;02;0;3969TU175;TU;3;M;0
38610;38610;585612;503261;477987;NULL;S16511000023662;2016-09-05;0;2016-09-23;SFAX SFAX SFAX VILLE SFAX;V;100;A41/746617;02;0;7260TU190;TU;3;M;0
38611;38611;424890;365859;352215;NULL;S16511000023663;2016-09-04;0;2016-09-23;TUNIS TUNIS;V;100;A41/213107;02;0;2572TU113;TU;3;M;0
38612;38612;258358;231274;221061;NULL;S16511000023664;2016-09-05;0;2016-09-23;TUNIS TUNIS;V;100;555112310;14;0;1025TU121;TU;3;M;0
38613;38613;239400;217447;204545;NULL;S16511000023665;2016-08-29;0;2016-09-23;NULL;V;100;555272353;14;0;NULL;RS;3;M;0
38614;38614;275040;245178;234633;NULL;S16511000023666;2016-08-15;0;2016-09-23;MAHDIA MAHDIA MAHDIA MAHDIA;V;100;2976337;02;0;235TU111;TU;3;M;0
38615;38615;629786;539767;511466;NULL;S16511000023673;2016-08-30;0;2016-09-23;NULL;V;100;300259644;10;0;6380TU126;TU;3;M;0
38616;38616;454637;390999;375355;NULL;S16511000023674;2016-09-07;0;2016-09-23;NULL;V;100;555151103;14;0;8334TU90;TU;3;M;0
38617;38617;581542;499993;474903;NULL;S16511000023679;2016-08-23;0;2016-09-23;BOUFICHA SOUSSE SOUSSE SOUSSE;V;100;100566079;11;0;8310TU138;TU;3;M;0
38618;38618;624825;535449;507835;NULL;S16511000023680;2016-09-04;0;2016-09-23;NULL;V;100;504113278;14;0;7124TU148;TU;3;M;0
38619;38619;453153;389776;374208;NULL;S16511000023683;2016-08-23;0;2016-09-23;KORBA KORBA KORBA NABEUL;V;100;505291222;14;0;7952TU163;TU;3;M;0
38620;38620;442763;381060;366281;NULL;S16511000023684;2016-08-22;0;2016-09-23;SIDI HSSINE TUNIS;V;100;2016549584;01;0;1027TU107;TU;3;M;0
38621;38621;538128;461826;234429;NULL;S16511000023685;2016-08-10;0;2016-09-23;SFAX SFAX;V;100;555064795;14;0;2039TU128;TU;3;M;0
38622;38622;52231;48317;45402;NULL;S16511000023686;2016-09-22;0;2016-09-23;NULL;V;0;2016012791/1;99;100;NULL;NULL;3;M;0
38623;38623;490060;420078;402726;NULL;S16511000023687;2016-08-25;0;2016-09-23;SFAX SFAX SFAX VILLE SFAX;V;100;654202;02;0;6578TU172;TU;3;M;0
38624;38624;650985;556574;526458;NULL;S16511000023690;2016-09-03;0;2016-09-23;SFAX SFAX SFAX VILLE SFAX;V;100;575928;02;0;708TU189;TU;3;M;0
38625;38625;615627;527717;142472;NULL;S16511000023695;2016-09-08;0;2016-09-23;NULL;V;100;504074396;14;0;1549TU127;TU;3;M;0
38626;38626;424772;365753;352116;NULL;S16511000023698;2016-07-27;0;2016-09-23;CITE ETTAHRIR TUNIS;V;100;2008500034118;01;0;712TU133;TU;3;M;0
38627;38627;441308;379788;365124;NULL;S16511000023701;2016-08-20;0;2016-09-23;TAZARKA TAZARKA KORBA NABEUL;V;100;7175050004;99;0;NULL;NULL;3;M;0
38628;38628;35898;32457;30091;NULL;S16511000023708;2016-08-29;0;2016-09-23;SFAX SFAX;V;100;555007248;14;0;659TU64;TU;3;M;0
38629;38629;611311;524218;497771;NULL;S16511000023709;2016-09-05;0;2016-09-23;NULL;V;100;751983;02;0;8498TU141;TU;3;M;0
38630;38630;448190;385632;370453;NULL;S16511000023714;2016-08-27;0;2016-09-23;NULL;V;100;504175747;14;0;7590TU167;TU;3;M;0
38631;38631;440967;379503;364858;NULL;S16511000023717;2016-09-07;0;2016-09-23;MOUROUJ BEN AROUS;V;100;0244555107105;14;0;1386TU147;TU;3;M;0
38632;38632;235852;214280;201395;NULL;S16511000023720;2016-04-07;0;2016-09-23;MNIHLA ARIANA;V;100;200850009662/6;01;0;1871TU162;TU;3;M;0
38633;38633;641774;549391;520051;NULL;S16511000023726;2016-09-10;0;2016-09-23;TUNIS TUNIS;V;100;555025824;14;0;4404TU150;TU;3;M;0
38634;38634;658710;562689;186919;NULL;S16511000023728;2016-09-10;0;2016-09-23;NULL;V;100;504151469;14;0;8714TU187;TU;3;M;0
38635;38635;587625;504859;221393;NULL;S16511000023730;2016-09-01;0;2016-09-23;NULL;V;100;505352203;14;0;3148TU147;TU;3;M;0
38636;38636;494482;423777;406233;NULL;S16511000023731;2016-08-26;0;2016-09-23;NULL;V;100;260073;02;0;8557TU136;TU;3;M;0
38637;38637;432439;372231;294680;NULL;S16511000023736;2016-08-25;0;2016-09-23;NULL;V;100;226206;02;0;2878TU150;TU;3;M;0
38638;38638;274264;244558;234030;NULL;S16511000023737;2016-09-19;0;2016-09-23;NULL;V;50;167251907;10;50;18TU126;TU;3;M;0
38639;38639;442239;380598;365858;NULL;S16511000023739;2016-09-17;0;2016-09-23;NULL;V;100;1001130026360;15;0;5081TU188;TU;3;M;0
38640;38640;671369;572863;541498;NULL;S16511000023740;2016-09-03;0;2016-09-23;NULL;V;100;201001114971;09;0;2828TU143;TU;3;M;0
38641;38641;468108;402214;385879;NULL;S16511000023742;2016-08-01;0;2016-09-23;NULL;V;100;139000133/6;06;0;5205TU180;TU;3;M;0
38642;38642;596885;512400;486536;NULL;S16511000023744;2016-08-25;0;2016-09-23;BEN AROUS BEN AROUS;V;100;047006294/1;06;0;6430TU159;TU;3;M;0
38643;38643;652893;558074;527844;NULL;S16511000023754;2016-06-22;0;2016-09-23;SOUKRA ARIANA;V;100;2012559825/5;01;0;5586TU161;TU;3;M;0
38644;38644;273614;243985;233474;NULL;S16511000023756;2016-04-14;0;2016-09-23;SFAX SFAX SFAX VILLE SFAX;V;100;D20046;12;0;5365TU97;TU;3;M;0
38645;38645;36679;33053;30673;NULL;S16551000023759;2016-09-13;0;2016-09-23;GABES GABES;V;100;20145.29386/7;01;0;7684TU152;TU;3;M;0
38646;38646;36001;32522;30152;NULL;S16521000023773;2016-09-21;0;2016-09-23;NULL;V;100;10/100385201;11;0;2337TU97;TU;3;M;0
38647;38647;584660;502533;477305;NULL;S16511000023775;2016-08-10;0;2016-09-23;NULL;V;100;2016558915;01;0;5814TU161;TU;3;M;0
38648;38648;488680;418972;401669;NULL;S16511000023777;2016-08-24;0;2016-09-23;CITE ENNASSER ARIANA;V;100;2014530170/9;01;0;3348TU123;TU;3;M;0
38649;38649;453772;390300;374699;NULL;S16511000023779;2016-08-21;0;2016-09-23;NULL;V;100;2015524444/7;01;0;1263TU70;TU;3;M;0
38650;38650;484967;415769;398648;NULL;S16511000023785;2016-09-16;0;2016-09-23;NULL;V;100;077103304/0;06;0;1977TU164;TU;3;M;0
38651;38651;673037;574141;369013;NULL;S16511000023786;2016-09-08;0;2016-09-23;SFAX SFAX;V;100;0101140003224;04;0;6997TU167;TU;3;M;0
38652;38652;640710;548521;519274;NULL;S16511000023788;2016-07-23;0;2016-09-23;NULL;V;100;D37130;12;0;1802TU157;TU;3;M;0
38653;38653;416144;358432;345266;NULL;S16511000023792;2016-09-06;0;2016-09-23;NULL;V;100;152260728;10;0;6661TU144;TU;3;M;0
38654;38654;578600;300358;472724;NULL;S16511000023793;2016-04-22;0;2016-09-23;NULL;V;100;D80858;12;0;9955TU106;TU;3;M;0
38655;38655;414889;357363;344234;NULL;S16511000023794;2016-09-07;0;2016-09-23;NABEUL NABEUL;V;100;2520153580;05;0;1282TU112;TU;3;M;0
38656;38656;35055;31420;29089;NULL;S16511000023798;2016-09-06;0;2016-09-23;KORBA KORBA KORBA NABEUL;V;100;505335082;14;0;5385TU156;TU;3;M;0
38657;38657;493638;423017;405529;NULL;S16511000023800;2016-08-12;0;2016-09-23;NULL;V;100;D26143;12;0;RS85634;RS;3;M;0
38658;38658;486879;355062;206510;NULL;S16511000023803;2016-08-31;0;2016-09-23;NULL;V;100;117006851/0;06;0;5348TU152;TU;3;M;0
38659;38659;255072;228739;218396;NULL;S16511000023807;2016-09-05;0;2016-09-23;NULL;V;100;5100000015;06;0;768TU186;TU;3;M;0
38660;38660;35886;32445;30079;NULL;S16511000023816;2016-07-01;0;2016-09-23;NULL;V;100;1146044;07;0;8139TU183;TU;3;M;0
38661;38661;592297;508636;29922;NULL;S16511000023838;2016-09-16;0;2016-09-24;CITE EZZOUHOUR TUNIS;V;100;20135.0042838/4;01;0;5261TU166;TU;3;M;0
38662;38662;426209;366938;353236;NULL;S16531000023850;2016-09-23;0;2016-09-24;NULL;V;100;10/100862190;11;0;9307TU163;TU;3;M;0
38663;38663;536474;460502;437929;NULL;S16531000023857;2016-09-19;0;2016-09-24;NULL;V;100;201301110814;09;0;6066TU111;TU;3;M;0
38664;38664;484633;415511;398406;NULL;S16531000023858;2016-09-20;0;2016-09-24;NULL;V;100;201650000014735;01;0;7814TU100;TU;3;M;0
38665;38665;612316;525040;498532;NULL;S16551000023859;2016-09-24;0;2016-09-24;NULL;V;100;128003065/3;06;0;NULL;NULL;3;M;0
38666;38666;433622;373270;359040;NULL;S16511000023863;2016-02-09;0;2016-09-24;RUE LAAROUSSI EL HADDAD TUNIS;V;100;20155.80899/6;01;0;7616TU184;TU;3;M;0
38667;38667;275978;246040;235454;NULL;S16511000023875;2016-09-14;0;2016-09-26;NULL;V;100;2520153245;05;0;4225TU64;TU;3;M;0
38668;38668;674226;575233;543598;NULL;S16511000023880;2016-08-17;0;2016-09-26;MEDENINE MEDENINE;V;100;201601117286;09;0;NULL;RS;3;M;0
38669;38669;437610;376645;348760;NULL;S16511000023886;2016-09-06;0;2016-09-26;BIZERTE BIZERTE;V;100;100383739;11;0;1447TU157;TU;3;M;0
38670;38670;427921;368412;354591;NULL;S16511000023890;2016-09-06;0;2016-09-26;SFAX SFAX;V;100;10/100113519;11;0;1337TU92;TU;3;M;0
38671;38671;459010;394700;378778;NULL;S16511000023892;2016-09-22;0;2016-09-26;MENZAH 9 ARIANA;V;100;077100159/3;06;0;RS113120;RS;3;M;0
38672;38672;545627;467970;224604;NULL;S16511000023900;2016-08-26;0;2016-09-26;NULL;V;100;2016532060;01;0;12TU82;TU;3;M;0
38673;38673;580970;499533;474481;NULL;S16511000023901;2016-09-05;0;2016-09-26;TUNIS TUNIS;V;100;119005120/7;06;0;3506TU176;TU;3;M;0
38674;38674;434180;373746;359475;NULL;S16511000023905;2016-09-13;0;2016-09-26;NULL;V;100;2320150857;05;0;3921TU116;TU;3;M;0
38675;38675;444318;382321;160828;NULL;S16511000023907;2016-09-05;0;2016-09-26;RADES RADES RADES BEN AROUS;V;100;020602000118;10;0;3486TU134;TU;3;M;0
38676;38676;428791;369127;355271;NULL;S16521000023911;2016-04-23;0;2016-09-26;MAHRES SFAX;V;100;201596689/4;01;0;6206TU118;TU;3;M;0
38677;38677;427150;367741;353987;NULL;S16511000023914;2016-09-04;0;2016-09-26;LA MARSA TUNIS;V;100;2012301006273;13;0;3127TU159;TU;3;M;0
38678;38678;37539;33875;31486;NULL;S16531000023924;2016-09-22;0;2016-09-26;NULL;V;100;20135.61247/9;01;0;2407TU168;TU;3;M;0
38679;38679;621991;532859;505695;NULL;S16511000023929;2016-09-14;0;2016-09-26;MNIHLA MNIHLA MNIHLA ARIANA;V;100;1252113;07;0;3344TU125;TU;3;M;0
38680;38680;613962;526422;232539;NULL;S16511000023930;2016-09-10;0;2016-09-26;NULL;V;100;1191927;99;0;3686TU83;TU;3;M;0
38681;38681;267221;238422;228206;NULL;S16511000023934;2016-08-17;0;2016-09-26;DAR FADHEL SFAX SFAX SFAX;V;100;20155.72209/8;01;0;9431TU106;TU;3;M;0
38682;38682;612989;525614;499054;NULL;S16511000023951;2016-09-09;0;2016-09-26;CITE EZZOUHOUR TUNIS;V;100;10/100866248;11;0;211TU119;TU;3;M;0
38683;38683;415325;357723;344588;NULL;S15521000033177;2015-01-29;0;2016-09-26;CITE HAFFARA SFAX;V;100;2014534865/2;01;0;6895TU151;TU;3;M;0
38684;38684;649086;555009;164328;NULL;S16511000023954;2016-09-14;0;2016-09-26;NULL;V;100;10/101024575;11;0;8602TU191;TU;3;M;0
38685;38685;583583;501645;476492;NULL;S16511000023955;2016-09-19;0;2016-09-26;NULL;V;100;20125.83193/8;01;0;1780TU152;TU;3;M;0
38686;38686;583505;500485;476425;NULL;S16511000023959;2016-09-05;0;2016-09-26;NULL;V;100;10/100995920;11;0;7815TU139;TU;3;M;0
38687;38687;491037;420910;397145;NULL;S16511000023967;2016-09-18;0;2016-09-26;NULL;V;100;20155.0070252/4;01;0;2055TU161;TU;3;M;0
38688;38688;659135;152540;532545;NULL;S16511000023978;2016-09-05;0;2016-09-26;SOLIMAN SOLIMAN SOLIMAN NABEUL;V;100;1202886;07;0;4186TU189;TU;3;M;0
38689;38689;249198;223633;172124;NULL;S16511000023980;2016-09-07;0;2016-09-26;NULL;V;100;1147838;99;0;5354TU175;TU;3;M;0
38690;38690;435214;162441;168024;NULL;S16511000023983;2016-06-15;0;2016-09-26;MONCEF BEY - TUNIS TUNIS;V;100;1127004;07;0;4327TU101;TU;3;M;0
38691;38691;439920;378614;364002;NULL;S16531000023989;2016-09-23;0;2016-09-26;NULL;V;100;10100000010;08;0;9614TU174;TU;3;M;0
38692;38692;413986;356588;343494;NULL;S16511000023994;2016-09-18;0;2016-09-26;9 AVRIL - TUNIS TUNIS;V;100;1212835;99;0;5707TU183;TU;3;M;0
38693;38693;492870;422386;404925;NULL;S16511000023998;2016-08-15;0;2016-09-26;KORBA KORBA KORBA NABEUL;V;100;10/101000633;11;0;163TU123;TU;3;M;0
38694;38694;418769;360690;347404;NULL;S16511000024002;2016-09-04;0;2016-09-26;NULL;V;100;10/100982307;11;0;8026TU177;TU;3;M;0
38695;38695;414049;356650;343551;NULL;S16511000024011;2016-08-25;0;2016-09-26;TINA - SFAX TYNA SFAX SFAX;V;100;201401235041;09;0;2539TU155;TU;3;M;0
38696;38696;424751;365732;347472;NULL;S16541000024012;2016-09-26;0;2016-09-26;NULL;V;100;504020298;14;0;591TU161;TU;3;M;0
38697;38697;660799;564370;533782;NULL;S16511000024020;2016-09-17;0;2016-09-26;NULL;V;100;100954119;11;0;6531TU181;TU;3;M;0
38698;38698;485432;416151;399013;NULL;S16511000024022;2016-08-29;0;2016-09-26;NULL;V;100;063007018/6;06;0;9928TU153;TU;3;M;0
38699;38699;35016;31379;29049;NULL;S16511000024024;2016-08-21;0;2016-09-26;AKOUDA AKOUDA AKOUDA SOUSSE;V;100;201201126414;09;0;5494TU115;TU;3;M;0
38700;38700;673496;574589;543041;NULL;S16511000024030;2016-09-10;0;2016-09-26;NULL;V;100;101003608/7;06;0;790TU185;TU;3;M;0
38702;38702;41581;37778;35334;NULL;S16521000024041;2016-09-09;0;2016-09-26;RTE SALTANIA KM 5 SFAX;V;100;20125.1535/4;01;0;387TU64;TU;3;M;0
38703;38703;269548;240452;227762;NULL;S16511000024050;2016-07-29;0;2016-09-27;TUNIS BAB BHAR BAB BHAR TUNIS;V;100;555123361;14;0;3119TU153;TU;3;M;0
38704;38704;491959;421663;191427;NULL;S16511000024054;2016-09-11;0;2016-09-27;BEN AROUS BEN AROUS;V;100;201530101656;13;0;3532TU183;TU;3;M;0
38705;38705;274747;244973;234423;NULL;S16511000024057;2016-09-09;0;2016-09-27;NULL;V;100;200901137258;09;0;7321TU165;TU;3;M;0
38706;38706;421971;363390;217388;NULL;S16511000024063;2016-08-27;0;2016-09-27;DAR BELWAER - NFIDHA SOUSSE;V;100;057005521/8;06;0;4353TU189;TU;3;M;0
38707;38707;443151;381367;366577;NULL;S16511000024065;2016-06-17;0;2016-09-27;NULL;V;0;20145007705/1;01;100;6975TU160;TU;3;M;0
38708;38708;526397;452021;429851;NULL;S16511000024073;2016-09-08;0;2016-09-27;BEJA BEJA BEJA BEJA;V;100;D41901095;02;0;3888TU105;TU;3;M;0
38709;38709;435227;323844;42399;NULL;S16511000024076;2016-09-16;0;2016-09-27;NULL;V;100;555267724;14;0;539TU191;TU;3;M;0
38710;38710;264570;236255;225955;NULL;S16511000024078;2016-09-26;0;2016-09-27;NULL;V;0;201550039723/9;01;100;NULL;RS;3;M;0
38711;38711;480510;412093;395197;NULL;S16511000024079;2016-09-04;0;2016-09-27;NULL;V;100;1193358;99;0;8878TU121;TU;3;M;0
38712;38712;455205;391482;269753;NULL;S16511000024081;2016-09-02;0;2016-09-27;TUNIS TUNIS;V;100;0/5343/9888506;99;0;NULL;-;3;M;0
38713;38713;619558;530992;152652;NULL;S16511000024083;2016-08-22;0;2016-09-27;RTE GREMDA - SFAX SFAX;V;100;201201122400;09;0;2526TU159;TU;3;M;0
38714;38714;529305;87068;432320;NULL;S16511000024084;2016-09-02;0;2016-09-27;SIDI THABET ARIANA;V;100;20165000004929;01;0;8691TU149;TU;3;M;0
38715;38715;597004;512516;486639;NULL;S16511000024088;2016-09-15;0;2016-09-27;SFAX SFAX;V;100;0101130001539;04;0;9013TU68;TU;3;M;0
38716;38716;37995;34331;31938;NULL;S16511000024094;2016-08-11;0;2016-09-27;SOUSSE SOUSSE;V;100;10/100928223;11;0;902TU178;TU;3;M;0
38717;38717;41148;37345;34903;NULL;S16511000024097;2016-08-12;0;2016-09-27;NULL;V;100;2016543619;01;0;70TU181;TU;3;M;0
38718;38718;458079;393909;378040;NULL;S16511000024099;2016-08-19;0;2016-09-27;NULL;V;100;10/101006948;11;0;7765TU165;TU;3;M;0
38719;38719;38299;34628;26979;NULL;S16511000024105;2016-09-19;0;2016-09-27;KSAR SAID MANNOUBA;V;100;10/100999819;11;0;5357TU71;TU;3;M;0
38720;38720;486441;417008;399843;NULL;S16511000024109;2016-09-10;0;2016-09-27;HAMMAM SOUSSE SOUSSE;V;100;10/10003915;11;0;4305TU153;TU;3;M;0
38721;38721;650967;556557;526445;NULL;S16511000024110;2016-06-09;0;2016-09-27;NULL;V;100;20165.7890;01;0;9048TU186;TU;3;M;0
38722;38722;674213;575221;543587;NULL;S16511000024111;2016-08-16;0;2016-09-27;SFAX SFAX;V;100;200701132979;09;0;9862TU140;TU;3;M;0
38723;38723;262297;234323;173203;NULL;S16511000024113;2016-09-15;0;2016-09-27;MNIHLA MNIHLA MNIHLA ARIANA;V;100;9956255762;10;0;9440TU169;TU;3;M;0
38724;38724;495242;424397;406848;NULL;S16511000024115;2016-09-24;0;2016-09-27;NULL;V;100;20155.2000165/2;01;0;7259TU171;TU;3;M;0
38725;38725;535892;459974;437448;NULL;S16521000024127;2016-09-22;0;2016-09-27;NULL;V;100;963257314;10;0;1715TU110;TU;3;M;0
38726;38726;417606;359671;172116;NULL;S16511000024132;2016-08-02;0;2016-09-27;GAMMART GAMMART LA MARSA TUNIS;V;100;252005515;05;0;3729TU174;TU;3;M;0
38727;38727;456577;392660;376889;NULL;S16521000024134;2016-09-22;0;2016-09-27;RUE DE SALTANIA KM 9 SFAX;V;100;708662;02;0;6977TU39;TU;3;M;0
38728;38728;596985;512498;486624;NULL;S16511000024135;2016-05-07;0;2016-09-27;TUNIS TUNIS;V;100;011802000078;10;0;2292TU151;TU;3;M;0
38729;38729;666137;568628;537745;NULL;S16511000024145;2016-08-14;0;2016-09-27;NULL;V;100;171259666;10;0;3625TU135;TU;3;M;0
38730;38730;673102;574205;542713;NULL;S16511000024151;2016-09-04;0;2016-09-27;NULL;V;100;03002001085;10;0;5640TU123;TU;3;M;0
38731;38731;533987;458453;436008;NULL;S16511000024152;2016-09-24;0;2016-09-27;NULL;V;100;2008301000925;13;0;6719TU176;TU;3;M;0
38732;38732;37756;34092;31700;NULL;S16511000024153;2016-09-06;0;2016-09-27;NULL;V;100;300268140;10;0;7426TU72;TU;3;M;0
38733;38733;450950;387928;232273;NULL;S16511000024157;2016-08-19;0;2016-09-27;MORNAG MORNAG MORNAG BEN AROUS;V;100;151254276;10;0;660TU78;TU;3;M;0
38734;38734;538261;461956;439305;NULL;S16511000024186;2016-08-27;0;2016-09-27;NULL;V;100;1058719;10;0;9098TU104;TU;3;M;0
38735;38735;629952;539909;511597;NULL;S16511000024188;2016-08-31;0;2016-09-27;AIN ZAGHOUAN TUNIS;V;100;300250556;10;0;674TU167;TU;3;M;0
38736;38736;435440;374766;360448;NULL;S16511000024189;2016-07-23;0;2016-09-27;TUNIS TUNIS;V;100;011802000047;10;0;8879TU135;TU;3;M;0
38737;38737;439029;377830;363304;NULL;S16511000024195;2016-08-05;0;2016-09-27;MORNAG MORNAG MORNAG BEN AROUS;V;100;10/100139408;11;0;9309TU92;TU;3;M;0
38738;38738;449991;387114;371797;NULL;S16511000024196;2016-09-05;0;2016-09-27;NULL;V;100;10/100807476;11;0;9043TU126;TU;3;M;0
38739;38739;263114;172428;152917;NULL;S16511000024197;2016-08-29;0;2016-09-27;EL MOUROUJ 4 BEN AROUS;V;100;10/100911021;11;0;6434TU175;TU;3;M;0
38740;38740;527786;453214;431011;NULL;S16511000024200;2016-09-04;0;2016-09-27;EL MOUROUJ BEN AROUS;V;100;10/100442651;11;0;2546TU86;TU;3;M;0
38741;38741;262675;234640;224395;NULL;S16511000024201;2016-08-31;0;2016-09-27;LA MARSA LA MARSA;V;100;10/100996419;11;0;5812TU187;TU;3;M;0
38742;38742;39808;36089;33671;NULL;S16510000000569;2016-01-03;0;2016-09-27;BEN AROUS BEN AROUS;V;0;555108424;14;100;6719TU79;TU;3;C;0
38744;38744;494308;423609;406082;NULL;S15511000033180;2015-06-08;0;2016-09-27;SILIANA SILIANA;V;100;2004300000483;13;0;60TU146;TU;3;M;0
38745;38745;482380;413632;396655;NULL;S16511000024229;2016-07-26;0;2016-09-27;NULL;V;100;D 90222;12;0;2462TU158;TU;3;M;0
38746;38746;266653;237950;227743;NULL;S16551000024230;2016-07-20;0;2016-09-27;GABES GABES;V;100;20135.61278/9;01;0;4436TU163;TU;3;M;0
38748;38748;429447;369691;355789;NULL;S16521000024247;2016-09-26;0;2016-09-28;NULL;V;100;201150015538/4;01;0;8017TU150;TU;3;M;0
